Velocity_m_s,X,U_magnitude,U_x,U_y,U_z,p,k,epsilon,nut
8.0,-0.009489201220909092,8.951875257589453,8.951630586251609,-0.06565493115469109,-0.008360905572772026,-6.484630269756271,0.37958228679995654,-10.884319427264245,0.000807217561743845
8.0,-0.0094775623693,9.177191738489007,9.176971500210959,-0.05689764138801212,-0.028371600434184074,-6.8124593976919465,0.325681853450581,62.01999798288762,0.0006511203331668717
8.0,-0.009436034686181817,9.196121840656382,9.195901584110523,-0.05693053760483881,-0.02845834568142891,-6.841487641762688,0.31975533426694325,58.68905001233924,0.0006483994166971146
8.0,-0.008339103679699996,9.194699423975042,9.194478527289036,-0.05666428411464329,-0.029176486656069756,-6.846027771216419,0.3216172835092155,65.42135657375027,0.0006416676143229441
8.0,-0.0072461301877000004,9.212702004643917,9.212480086671043,-0.05654081528537927,-0.029866624623537064,-6.877916339155495,0.3186500923073583,69.04598899372843,0.0006324482646279876
8.0,-0.0067997474382,9.224503832736692,9.22428078475539,-0.05654146761829085,-0.030298953875899315,-6.897607158448298,0.3176093900242454,72.33534688677781,0.000625992856400571
8.0,-0.006196824607899999,9.229175988685974,9.228953798954771,-0.05637850299638042,-0.03037550486624241,-6.90891916577834,0.3152029383216104,72.18546818550149,0.0006238276550949193
8.0,-0.005189442262,9.243602631388006,9.243380332281227,-0.056262523287815544,-0.030727321282029152,-6.936671453409461,0.3125859157125108,75.2823773122301,0.00061597817840193
8.0,-0.0042223081786,9.25294721494695,9.252724658749738,-0.056143502182948654,-0.031087925657629967,-6.957577111110511,0.3112714304030979,78.24173182348179,0.0006097333097328243
8.0,-0.00329381430636,9.252170703826629,9.251946633492818,-0.05628058528479585,-0.03128449246287346,-6.958093793544978,0.3132242662150855,80.88529277234551,0.0006075709377354169
8.0,-0.001000971973818182,9.24049502460072,9.24026531365883,-0.05698906118604889,-0.03158290311694145,-6.936568493033529,0.3187683469677296,82.2478021231,0.000609791164208301
8.0,0.020625368068000003,9.485927560901759,9.485681467442774,-0.06513221763982971,-0.02065388858318329,-7.459507533358719,0.37875154270486067,155.0220781556238,0.0004686433174572956
8.0,0.021314111989000007,9.491900297056212,9.491652081890964,-0.06555670845629072,-0.020354939624667168,-7.467267172649786,0.37907658984127,153.99416031017543,0.00046694983012960213
8.0,0.022008210707,9.496805340337108,9.496555099806923,-0.06596390821466694,-0.02004174143075943,-7.475250127824721,0.38010759074896394,153.43745314285303,0.00046531546558797746
8.0,0.022707705852000003,9.50090088983033,9.50064872832279,-0.06634814924329802,-0.019732777029275894,-7.483191710793802,0.38154615154399973,153.19162475189498,0.00046374373607713845
8.0,0.023412639384,9.505193101440282,9.504938321950245,-0.06685038628222068,-0.019349869340658188,-7.490114033055036,0.38362020348885517,152.9366795071046,0.0004623723996398726
8.0,0.024123053585999997,9.510347856285295,9.510090064815525,-0.06741961875834791,-0.018918288871645927,-7.496604297848321,0.3855980586374499,152.25086640481118,0.00046111189403589756
8.0,0.024838991063,9.51664937986445,9.516388908668977,-0.06793360626153495,-0.01850900799036026,-7.503442465281738,0.38625305465784887,150.4142955030711,0.0004599567557734311
8.0,0.025560494760000003,9.521050149205708,9.520787182699507,-0.06838725720632907,-0.01818099245429039,-7.5090060866916435,0.3861242816641284,147.78849311639544,0.0004596113850429302
8.0,0.026287607951,9.5247922171785,9.524526566590584,-0.06886703535501026,-0.017826782539486885,-7.513400943286183,0.3860347226510492,144.92395982431856,0.0004597763629822741
8.0,0.027020374252,9.527456765675074,9.527188628633716,-0.06933280105387654,-0.017384445294737816,-7.517679205482409,0.38604401554750334,142.04928514597538,0.0004602627113132196
8.0,0.047311567314000005,9.367144660940113,9.366637767944454,-0.09699740535605925,0.009355557151138783,-7.625104958813524,0.6355470521673259,232.63876961636586,0.0004967493728682837
8.0,0.048207789195999995,9.36095508178866,9.360437636045472,-0.09792365455157923,0.009912761859595776,-7.610561218039871,0.6403578110580297,230.32867170230136,0.0005020825213462787
8.0,0.04911097895699999,9.353031538124398,9.352504209753807,-0.0987711578456302,0.010402791202068329,-7.598472541572669,0.6463594903712302,229.42574310171813,0.0005071967399035834
8.0,0.050021190775999994,9.3429862619389,9.342449692105461,-0.09953980934001226,0.010856685228645802,-7.5879442554603305,0.6533862476471315,229.64965911964185,0.0005123387637315639
8.0,0.050938479241,9.331256261379218,9.330710749775882,-0.10027229871708175,0.011215420439839363,-7.575967001865711,0.6606980211208711,230.3572620965264,0.0005173603956156354
8.0,0.051862899378,9.31982074309621,9.319265755113683,-0.10105035397161771,0.01154534425586462,-7.564222466929017,0.6685319328316389,231.1524143395493,0.000522598908610979
8.0,0.05279450663199999,9.30877894001779,9.308213420073336,-0.10191708414284825,0.01188227441161871,-7.550598787596905,0.6763803455456647,231.73081857961196,0.0005281058156401104
8.0,0.05373335687499999,9.298522070589595,9.297945431745124,-0.10282688099402687,0.012250635772943497,-7.536223356478883,0.6834254843749917,231.5676914861013,0.0005331555454819174
8.0,0.07633931629800002,8.776789591673799,8.775578058583982,-0.14363076831493712,0.02520866133272648,-7.665719301078088,1.316443319591337,430.8871170797065,0.0007482301922213521
8.0,0.07746122105399998,8.76214869906331,8.760895992587205,-0.14581817598477936,0.026235302910208702,-7.658292519988661,1.3387910761175426,434.0021559760268,0.000758474141750128
8.0,0.07859184831199997,8.749864480576795,8.748562347201867,-0.14842746341859053,0.02746950462460518,-7.647213231316546,1.3624841836449548,437.0989908612747,0.0007697867892963917
8.0,0.07973126588999999,8.738809140630293,8.73745141713436,-0.15126181814993442,0.02911686711013317,-7.634965177829066,1.3864681281954567,439.88818389871756,0.0007812452925607625
8.0,0.08087954213199999,8.728231155800987,8.726813623676215,-0.15423870974042198,0.030878910794854164,-7.623248851214546,1.4115690584757876,442.53354149141467,0.0007933087799776293
8.0,0.082036745907,8.71955153300387,8.718068619788426,-0.1574473796621174,0.03269250690937042,-7.60878127291076,1.4368172198930707,444.6438407325671,0.0008059395924786383
8.0,0.083202946631,8.71358689852219,8.712031873193396,-0.16097145466452448,0.034430645406246185,-7.5902126747017356,1.4619173587454068,446.1575354346586,0.0008190446555787898
8.0,0.11267671252000003,8.502248895802884,8.496804071909553,-0.2974693439972243,0.06378745287656784,-5.555521479018079,2.1861497978160704,456.87862887897643,0.0012796958919585558
8.0,0.11408113065,8.476098585052576,8.47039789468966,-0.30410453549954997,0.06424298137426376,-5.393063639821121,2.214690682640391,452.9306896587615,0.0013083376134700566
8.0,0.1154964678,8.438622920028815,8.432695520137951,-0.30960066901970157,0.06442419439554214,-5.251528383318517,2.245095405922197,450.5794619643784,0.0013361434451295096
8.0,0.11692280877000001,8.396026180724368,8.389913856323014,-0.31366954896045773,0.06490396708250046,-5.146027847975704,2.2736229641202836,449.75181793731866,0.0013602454927819883
8.0,0.11836023916999998,8.354509833354577,8.348238933436047,-0.3169013925852441,0.06568693369626999,-5.057980036630625,2.2969377180063524,448.7786160631605,0.0013821785341970386
8.0,0.11980884517999998,8.324114800511742,8.317691716786193,-0.32014109809239344,0.06634300202131271,-4.9583256760581484,2.3102479540214427,445.14759887584046,0.0013988727699296853
8.0,0.14597592738545453,6.91916879920371,6.905319734972245,-0.43343756653925525,0.05990079790353775,5.562355237552554,1.9661127487565824,190.17979209946876,0.002083229043207867
8.0,0.15992251389999998,7.145326855304294,7.130824034235549,-0.4477270460451985,0.08114773035049438,1.1930281148561954,2.742233606974577,349.39935231581234,0.0022604910584492328
8.0,0.16169425533999998,7.079713045147956,7.065042363462228,-0.44840669222050217,0.08027853071689606,1.421879646882194,2.7388801989113,344.21061151626026,0.002291968722444971
8.0,0.16347977159000002,7.0191953745475155,7.004372075493984,-0.44899860385512674,0.07921987026929855,1.643059455554565,2.7350159879022735,339.2875772641288,0.0023224458845081423
8.0,0.16527916973000004,6.961899756349032,6.946918800396662,-0.4498205094362903,0.07764603942632675,1.8689566359716536,2.731407484725345,333.40242910298457,0.002353282563843036
8.0,0.16709255769999998,6.9186584201507,6.903545107987787,-0.45052635059032903,0.07697586715221405,2.0847742776683047,2.726563741158216,326.72572569855834,0.0023839372893891203
8.0,0.16892004428999993,6.878207465824393,6.863004400045675,-0.45070171800941544,0.07600335031747818,2.2914818066498617,2.7212187939010164,320.57981547260937,0.0024115709478856775
8.0,0.1707617391,6.837953709559195,6.82269102135832,-0.4505159132637438,0.07438798993825912,2.501277206631947,2.7161806143465412,315.7237990051233,0.0024386244518486404
8.0,0.24082421168999998,6.616401320293272,6.599505480493533,-0.4706310476006011,0.04242948442697525,9.734525934085754,2.170501785624338,102.19797282201415,0.002806846773320452
8.0,0.24422606744999995,6.632129129778553,6.6149661795794605,-0.4747000461473412,0.044934432953596115,9.94542263397934,2.1638658916580837,93.52579576259006,0.002823668962079385
8.0,0.24667734905999997,6.5870730270659585,6.571000580143094,-0.45795508389994866,0.04194735735654831,9.944388328833,2.0162336028324948,90.07080512605572,0.0026903980070426318
8.0,0.24776031304999996,6.649619923413773,6.632199682153151,-0.47861851675677075,0.04792512208223343,10.136937395707916,2.1542872131081316,84.8835380198959,0.0028349175111595645
10.0,-0.014525308774999999,9.522468158480432,9.522405475233903,-0.02450137419912661,-0.02436138689517975,-6.413709376287829,0.5319128751511939,357.03238992997734,0.0005043110406191889
10.0,-0.013185175893299997,9.740824633785591,9.740705017485228,-0.040154924182458154,-0.026793479919433594,-6.368185375549069,0.4223997667508479,69.62262257447591,0.0007305353082126085
10.0,-0.011898585760699998,9.938430480772315,9.938311762364277,-0.038431333552230704,-0.0297114085406065,-6.5816668980311,0.3689200667354362,52.37216908044161,0.0007064269677883451
10.0,-0.010663399167000001,10.021509023168498,10.021390271829858,-0.03639111577606437,-0.03249319642782211,-6.695577744629768,0.34541394045425866,53.80453966455306,0.0006827998048903054
10.0,-0.009489201220909092,9.821855267859066,9.821739751854036,-0.0467799833450144,-0.008987924084067345,-6.475742297578288,0.38197730109157124,-11.884708531661886,0.0008121487533264548
10.0,-0.0094775623693,10.053088711612693,10.052967885679351,-0.03602764773833182,-0.033635422587394714,-6.741670613199015,0.33692595180076323,56.6538237564902,0.0006707492932664205
10.0,-0.009436034686181817,10.083758453183803,10.083637155041385,-0.03605105547644466,-0.033861320465803146,-6.77937479689274,0.32940524133641924,53.38084353408752,0.0006661700090919793
10.0,-0.008339103679699996,10.082757905398774,10.082634961257314,-0.035749872523983775,-0.034657806158065796,-6.78495393287984,0.3297440746378979,59.48278053100637,0.0006590760552625491
10.0,-0.0072461301877000004,10.109000442646092,10.108874835578543,-0.03541653887802371,-0.03584936261177063,-6.825190753765989,0.32403833833484974,63.243542130031585,0.0006476274057958566
10.0,-0.0067997474382,10.129641638226383,10.129513414315724,-0.03543474489655592,-0.03663450479507446,-6.851478089198929,0.3227478511646311,67.48823939697806,0.0006391487494867654
10.0,-0.006196824607899999,10.134550098445649,10.134421781155325,-0.035158079495343136,-0.03694278001785278,-6.8628559159473745,0.32011326396003614,67.4285195498874,0.000636759837705114
10.0,-0.005189442262,10.159718038988872,10.159587494356217,-0.034936667538926575,-0.03784184902906418,-6.899633456257719,0.3162586522066875,71.37247942673577,0.0006262820312156006
10.0,-0.0042223081786,10.178647536871713,10.17851587632553,-0.03482893941810036,-0.038303788751363754,-6.929191546646609,0.3137557994683091,75.03585105135329,0.0006175783961199176
10.0,-0.00329381430636,10.178213628944906,10.178080182181654,-0.035054858401906,-0.038569916039705276,-6.93075287727888,0.31635250024889916,78.42772158098,0.0006146734770519332
10.0,-0.001000971973818182,10.160618037740196,10.16047833327539,-0.03609913325921352,-0.03918929025530815,-6.904876913210962,0.32364875152196815,80.96054393720266,0.0006167155546677849
10.0,0.020625368068000003,10.518694919236616,10.518549869799658,-0.05168603515143623,-0.01949344202876091,-7.535483828299251,0.416490199444258,175.1533609467529,0.0004461839759276444
10.0,0.021314111989000007,10.521290441281293,10.521143125234133,-0.05243612480933431,-0.01871739700436592,-7.542605489370506,0.4175767534911936,172.72640694203608,0.0004463340268269411
10.0,0.022008210707,10.522989801030883,10.522839706560006,-0.05328911363014174,-0.017864294350147247,-7.548099060113682,0.41920627820237333,170.23488512153762,0.00044708311057518576
10.0,0.022707705852000003,10.524654874964007,10.524501763015103,-0.054142136338373156,-0.017073560506105423,-7.551969241915805,0.42056763647302153,167.4488028021369,0.00044810410060193494
10.0,0.023412639384,10.52595024423968,10.525793771207377,-0.055055385470869536,-0.016215262934565544,-7.555236235762131,0.4220764556500398,164.7483283341537,0.00044965368345858655
10.0,0.024123053585999997,10.525507909347143,10.525347865482004,-0.0559872133835619,-0.015313140116631985,-7.557774514618991,0.42395964579849266,162.25790528756988,0.0004516572239449048
10.0,0.024838991063,10.525357287103166,10.525193232962192,-0.0569994053222182,-0.01430027186870575,-7.561513527723012,0.4262651010770282,160.14188945240198,0.0004538553037636015
10.0,0.025560494760000003,10.52491479996286,10.524746354705247,-0.0580754919987851,-0.013151152990758419,-7.566685523593415,0.4293423773599565,158.60549170550652,0.0004559584554125868
10.0,0.026287607951,10.523021397093189,10.52284797307836,-0.05925823934232291,-0.011760962195694447,-7.573367604977476,0.4338057248909164,157.90061339096437,0.00045799702078372145
10.0,0.027020374252,10.519638284826124,10.51945967308447,-0.060429092200044415,-0.010303142480552197,-7.5803171952834765,0.43878171352296835,157.6878670038149,0.0004599427067945633
10.0,0.047311567314000005,10.074074697925717,10.073509211259418,-0.10500441061215227,0.019164128229022026,-7.556235750644459,0.8430969503262257,297.76070246568213,0.0005743157364446613
10.0,0.048207789195999995,10.050530341754149,10.04994428502464,-0.10673138574884952,0.019708620384335518,-7.559618868750397,0.8631917155909645,300.8374355420067,0.0005841006551014012
10.0,0.04911097895699999,10.026632986407,10.026025843563751,-0.10848101251051209,0.020166760310530663,-7.561528572161504,0.8832815280482526,304.2826003185678,0.0005939225498900226
10.0,0.050021190775999994,10.003198869267182,10.00257032713073,-0.11027167694261208,0.0203623715788126,-7.561091343167823,0.903938207189238,308.22189040627893,0.0006037227858362226
10.0,0.050938479241,9.979320235443305,9.978669391238121,-0.11208176310457951,0.020669307559728622,-7.558120536704313,0.9242662650028701,312.1479859268292,0.0006133794099984404
10.0,0.051862899378,9.95960448507538,9.958928945406896,-0.11403537733284194,0.021253051236271858,-7.560141662988002,0.9442903634066616,316.478370854785,0.0006219206037759641
10.0,0.05279450663199999,9.941156865956213,9.940452790618167,-0.11622867519293711,0.022114386782050133,-7.56511855129671,0.9653284087213576,321.34854146057023,0.0006300616943428143
10.0,0.05373335687499999,9.92351387946911,9.922778488109852,-0.11857880405120269,0.02310539223253727,-7.5714301633828995,0.9873499182041939,326.3425617044915,0.0006387010358477063
10.0,0.07633931629800002,9.353015879765449,9.349980490326669,-0.22844126285571711,0.0677160769701004,-7.1988659274519,1.8260181860972238,485.577178093125,0.0010185320578267156
10.0,0.07746122105399998,9.36703203849755,9.363819128318365,-0.23531481002644838,0.06933601200580597,-7.106747420147918,1.8436790549788658,481.3200824988984,0.0010329377246580276
10.0,0.07859184831199997,9.38335098787211,9.379953183950867,-0.24243812445560986,0.07055341452360153,-7.010484170039328,1.8613851629058829,476.55565032202776,0.0010460455682852468
10.0,0.07973126588999999,9.397501091190989,9.393911200192921,-0.24969449785502112,0.07149671018123627,-6.910562770683615,1.879523862821817,471.62998049733073,0.0010585614523341287
10.0,0.08087954213199999,9.412537000368985,9.40875665149365,-0.25685176748300864,0.07195989042520523,-6.803989848959529,1.8962664199302381,466.51051071136385,0.001070380448493754
10.0,0.082036745907,9.426570454418437,9.422610363724697,-0.26371642767680165,0.07140105962753296,-6.68401186240017,1.9095015468756367,460.0269279586589,0.001081883732878266
10.0,0.083202946631,9.443719866314247,9.439552106827042,-0.27127961781291016,0.0714724063873291,-6.54877270340656,1.9204048716492563,452.5039496275864,0.001095235628732137
10.0,0.11267671252000003,8.648845994204907,8.636292573229506,-0.456134583709,0.09449265897274017,-2.1987430702107065,2.4485370268904747,376.9006500032138,0.00171250591660611
10.0,0.11408113065,8.62183024643824,8.608925777950207,-0.4614598229500303,0.09699783474206924,-1.924022279336019,2.4374276244790054,370.3024458284262,0.0017307024586132003
10.0,0.1154964678,8.592983643289283,8.579679322276766,-0.46743546351947124,0.09987346082925797,-1.628761716205799,2.427120730054176,364.16582321171524,0.0017513334298129679
10.0,0.11692280877000001,8.55758772208631,8.54382694590628,-0.47406933341226176,0.10289318114519119,-1.3132596874999833,2.420597320982912,357.61136954151556,0.0017768715953052697
10.0,0.11836023916999998,8.51193571516746,8.49769685589187,-0.4807015089338534,0.10546953976154327,-0.9932307446455382,2.418112543438736,350.9908854983641,0.0018054462792847943
10.0,0.11980884517999998,8.457039570215045,8.44230899471878,-0.48710884139735067,0.10799123346805573,-0.6866049897445125,2.4250078726076443,346.1850933925847,0.0018380543982676272
10.0,0.14597592738545453,6.529163126814086,6.5104803051697,-0.4915905887681434,0.04422697797417641,8.363381451569106,2.0238702447330965,158.55808109591914,0.0024997717055285328
10.0,0.15992251389999998,6.658318531176626,6.637126770225495,-0.5262231971994682,0.06959199160337448,6.011986960353474,2.603172764161023,218.03652458788832,0.002823255883075729
10.0,0.16169425533999998,6.664859680869112,6.64388708030946,-0.5240238017210209,0.06721670180559158,6.268674229630355,2.561938446558783,209.0254574414244,0.0028206398461357147
